SMILES,PKM2_inhibition,ERK2_inhibition,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,TPSA,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_barbitur,fr_benzene,fr_bicyclic,fr_dihydropyridine,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
O=C([O-])CCSc1nnnn1-c1ccccc1,0,0,10.299795166153391,10.299795166153391,0.021511558327034663,-1.0729299991601577,0.6876442926613404,10.352941176470589,249.27500000000003,0.21360084298070078,-0.5501395858368707,0.5501395858368707,0.21360084298070078,1.3529411764705883,2.1176470588235294,2.823529411764706,32.16655461826888,10.312451352195383,2.073118169918776,-2.0352093535907696,2.176374819696639,-2.219277461737254,7.987041383640356,-0.3045969921749789,2.779780936153142,2.095813597343652,500.0168218743987,5.921703516310266,3.1792823623043,4.241354159033086,1.9790108365324237,2.900044425846521,1.2258126703628616,2.035574301428233,-1.8899999999999992,11586.126941886296,11.591173619756482,5.441967333591993,3.0352995421515296,83.72999999999999,0,6,0,0,0,1,1,2,7,0,7,5,0,0,0,2,-0.10560000000000036,59.50200000000002,1,0,0,0,0,4,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
O=C([O-])[C@@H](Cc1ccccc1)n1cnnn1,0,0,10.974752928949357,10.974752928949357,0.29981481481481453,-1.198006424792138,0.6694986118390075,12.25,217.20800000000003,0.13842287175958765,-0.547791505698489,0.547791505698489,0.13842287175958765,1.375,2.125,2.6875,16.36847727193628,10.068151675880463,2.135460053599483,-2.164909819379293,2.1117288873214175,-2.346092518591411,5.693253015618969,-0.3102372667299512,2.79926466448519,2.194363262925412,454.9359729812463,4.744005377880256,3.314392926606507,3.314392926606507,2.228147106026613,2.228147106026613,1.4334018401333344,1.4334018401333344,-2.24,7434.846948872664,10.283644802843693,4.519510891835632,2.2209080778054138,83.73,0,6,0,0,0,1,1,2,6,0,6,4,0,0,0,2,-0.7932000000000008,52.00700000000002,1,0,0,0,0,4,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O=C([O-])[C@@H]1CC(=O)N(c2ccc(F)c(F)c2)C1,0,0,12.973783856135046,12.973783856135046,0.07714380196523041,-1.3162651696481056,0.7344214914156548,19.764705882352942,240.18499999999997,0.22722986374697843,-0.549777448564793,0.549777448564793,0.22722986374697843,1.3529411764705883,2.0588235294117645,2.588235294117647,19.15974277363529,10.118321325643773,2.3112015610712353,-2.167408811758484,2.2548251719693995,-2.331155656190669,5.9843073274065075,-0.3102723189355464,2.646975153057186,2.2567020156635866,489.60492940664875,4.950537248050216,3.8228387763496796,3.8228387763496796,2.6732256288670286,2.6732256288670286,1.7679393798235585,1.7679393798235585,-1.98,7835.04645304927,11.503789769654349,4.119305255611996,2.105103057406444,60.44,0,4,0,1,1,1,0,1,3,0,6,2,0,1,1,2,0.0676000000000001,51.82500000000002,1,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C([O-])c1cc(=O)c2ccccc2o1,0,0,11.35287037037037,11.35287037037037,0.2492592592592595,-1.4927286470143606,0.6400479897630605,10.285714285714286,189.146,0.19286184676231286,-0.5415254232882776,0.5415254232882776,0.19286184676231286,1.2857142857142858,2.0,2.7142857142857144,16.407136617524124,10.195489063525253,2.0313125751785837,-2.015220108487682,2.1013326036829514,-2.2316531101347987,5.854426398678313,-0.25658728978354195,2.1742520204137663,2.856131621190121,553.2957081415927,3.9253212645389097,2.758518076199925,2.758518076199925,1.8358063832027398,1.8358063832027398,1.2045366259271133,1.2045366259271133,-2.0999999999999996,1815.500437045495,8.496118021753501,2.990702947845806,1.2647844389606624,70.34,0,4,0,0,0,1,1,2,4,0,4,1,0,0,0,2,0.15649999999999942,46.81450000000001,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C([O-])c1cccc(C(=O)[O-])n1,0,0,10.188796296296296,10.188796296296296,0.4197222222222219,-1.5156481481481479,0.49572062608730744,9.333333333333334,165.10399999999996,0.08996977276683465,-0.5431183074183069,0.5431183074183069,0.08996977276683465,1.0833333333333333,1.5,1.8333333333333333,16.370919535499773,10.280557232624389,1.9737337211826584,-2.0397104600483216,1.9619544899336132,-2.2720407156542866,5.872941629462866,-0.25534132209726096,2.043773535193234,3.121805775248301,304.683190204761,3.0077271122839773,1.9829826011606813,1.9829826011606813,1.1673672448756693,1.1673672448756693,0.6620776913158027,0.6620776913158027,-1.91,472.11168662963706,8.189108027750247,2.99667013888714,1.5708289759166219,93.14999999999999,0,5,0,0,0,0,1,1,5,0,5,2,0,0,0,1,-2.1914,32.897999999999996,0,0,0,0,2,1,0,0,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C1CC(=O)CC(c2ccccc2Cl)C1,0,0,11.30458947467876,11.30458947467876,0.02087962962963008,-0.02087962962963008,0.6850918906912505,18.2,222.671,0.140378279545701,-0.29919893958294913,0.29919893958294913,0.140378279545701,1.0666666666666667,1.6666666666666667,2.2666666666666666,35.49569132996973,9.825324344896048,2.2694356984911037,-2.205971407307267,2.327881176925094,-2.2094696588510354,6.310573541193219,-0.12960707238547392,2.1637114188981728,2.272165140393083,395.8380757201594,5.321930547062965,3.8808116247310753,4.288011751471681,2.687527657005203,3.0317337049109376,2.0121604679198564,2.3021971934621503,-1.15,2784.6965961219485,10.37058180004308,4.150760830184772,2.263818002237278,34.14,0,2,1,0,1,1,0,1,2,0,3,1,1,0,1,2,2.745700000000001,58.05800000000003,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1CCCc2c1nn(-c1ccccc1)[n+]2[O-],0,0,12.024494520030235,12.024494520030235,0.03654525699168509,-0.03654525699168509,0.5415633762780745,14.705882352941176,229.23900000000003,0.28797740106085873,-0.692148803432286,0.692148803432286,0.28797740106085873,1.2352941176470589,2.0,2.7058823529411766,16.504004203018134,10.002096200006328,2.3150448573350038,-2.0768037796766614,2.1686295739189436,-2.4039573121604096,5.952286164190652,-0.6953292910059095,2.700867117718939,2.1694511732899304,574.9367191458838,5.575309108026431,4.069959129780387,4.069959129780387,2.939705762778934,2.939705762778934,2.0874671860468714,2.0874671860468714,-2.1699999999999995,14444.237345560887,10.01422348683437,3.69251317659237,1.50764139415756,61.83,0,5,1,0,1,1,1,2,4,0,5,1,0,0,0,3,1.0247,59.792500000000025,0,0,0,0,0,3,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)C1c1ccncc1,0,0,12.166354875283448,12.166354875283448,0.11407407407407355,-0.6848148148148152,0.6964000077806339,15.058823529411764,223.231,0.17834992746582778,-0.2929502803170564,0.2929502803170564,0.17834992746582778,0.8235294117647058,1.3529411764705883,1.8823529411764706,16.152354463998204,9.95299577687452,2.3845492604225327,-2.0512941009264987,2.32779514237452,-2.1212067216312818,6.291920542222368,0.08898961327897019,2.638396184688221,2.1315573720277623,569.6290917586331,5.362038678788544,3.9876449529304803,3.9876449529304803,3.02179757103103,3.02179757103103,2.2015595408278177,2.2015595408278177,-2.29,14342.32165996517,9.90226814590861,3.6272965689738736,1.3950265589640318,47.03,0,3,1,0,1,1,1,2,3,0,3,1,0,0,0,3,2.2443999999999997,62.081000000000024,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C1c2cccnc2C(=O)N1Cc1ccco1,0,0,11.956813114134544,11.956813114134544,0.13990740740740737,-0.3731481481481478,0.7299749692550637,14.235294117647058,228.207,0.2800824335292402,-0.4674496903458597,0.4674496903458597,0.2800824335292402,1.1764705882352942,2.0588235294117645,2.764705882352941,16.33399463803667,10.210229771944181,2.3633633136239904,-2.1026276710655667,2.2184866352356103,-2.2852386882442453,6.197224610519701,0.06294332058172245,2.9372464599702286,1.9536159961322532,554.5580265496263,5.10755873822148,3.675383001641463,3.675383001641463,2.625053155042995,2.625053155042995,1.8157535831302993,1.8157535831302993,-2.4299999999999997,16222.412198415572,9.771792363117061,3.5517311978484143,1.4357500338477376,63.410000000000004,0,5,0,1,1,0,2,2,4,0,5,2,0,0,0,3,1.4707999999999999,57.149000000000015,0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=P([O-])([O-])C12CC3CC(CC(C3)C1)C2,0,0,11.357083333333332,11.357083333333332,0.5393287037037034,-4.365162037037036,0.6081842770314643,51.142857142857146,214.20099999999994,-0.0011710348635910126,-0.8103354988173777,0.8103354988173777,0.0011710348635910126,0.9285714285714286,1.2857142857142858,1.5714285714285714,31.191186380497637,9.556992851339626,2.5181925793804383,-2.6309679322371173,2.6569427516336455,-2.533951850305225,7.502277260307109,-0.32467597204556725,1.9785411728945617,1.9870247525731901,271.20475918661134,7.048882851720025,5.639365153763478,7.582984604819116,4.5868595882525725,6.296477149619968,4.400342099605208,5.845759162096631,0.14999999999999997,1602.618350044595,9.381297146526855,2.633532248710357,1.1558711110345896,63.19,0,3,4,0,4,0,0,0,3,0,4,1,4,0,4,4,0.8688999999999995,48.50950000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=c1[nH]cnc2sc3c(c12)CCCC3,0,0,11.622893046107333,11.622893046107333,0.02259259259259272,0.02259259259259272,0.7147906798298258,15.714285714285714,206.26999999999992,0.2592320887799004,-0.3125486077876718,0.3125486077876718,0.2592320887799004,1.3571428571428572,2.2142857142857144,3.142857142857143,32.13353841045216,9.972918240176925,2.1765214035278024,-2.0876072546307567,2.3240924115189467,-2.0805879600920743,7.183846756338179,0.6997358115710764,2.5671114417744283,2.4377976666175187,540.5358412588595,5.656456619902022,3.6227117462907783,4.706333502416442,2.7572304166686608,3.957036407831708,2.098264289107049,3.328749833947524,-1.1600000000000001,3452.764889186606,8.173359972682558,2.916788900964725,1.0353170374485492,45.75,1,3,1,0,1,0,2,2,3,1,4,0,0,0,0,3,1.8634000000000002,56.882700000000014,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
O=c1c(-c2ccccc2)[n+]([O-])c2ccccc2n1O,0,0,12.294170445956162,12.294170445956162,0.0955555555555554,-0.7362037037037037,0.40660441544382436,10.736842105263158,254.24499999999998,0.3570384285432976,-0.6176313541376788,0.6176313541376788,0.3570384285432976,1.0,1.631578947368421,2.3684210526315788,16.487674256083338,10.136002132785014,2.210416169409774,-2.0860752382047987,2.1402785644637414,-2.4007896578336423,5.726053905458555,-0.5662790345501831,2.462905885252593,2.4760906855388267,810.0291793497681,5.71915939377949,4.114680084412973,4.114680084412973,2.9739808184693537,2.9739808184693537,2.0687859639706994,2.0687859639706994,-2.82,31515.34370769218,11.280654619917435,4.131667162096529,1.6333630519308209,69.17,1,5,0,0,0,2,1,3,4,1,5,1,0,0,0,3,1.5391999999999997,69.78850000000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCNc1c2c([nH+]c3ccccc13)CCCC2,0,0,9.033414981733433,9.033414981733433,0.16836191421012892,0.16836191421012892,0.8650664591652022,14.5,243.32999999999996,0.21261929113232203,-0.3945459985118221,0.3945459985118221,0.21261929113232203,1.1666666666666667,2.0,2.888888888888889,16.25101257734949,9.924631113221864,2.217286561858873,-2.171911043368496,2.3043547242484608,-2.216656113026016,5.9076799912294495,-0.35871511150430885,2.4319092375004043,2.1865509226206132,565.6673112734936,6.704238206986286,4.860180837402422,4.860180837402422,3.6651470087576614,3.6651470087576614,2.8372256491814847,2.8372256491814847,-1.6099999999999999,22762.670463003786,11.478700770952367,4.943503044510365,1.9483090003633055,46.4,3,3,1,0,1,1,1,2,2,2,3,3,0,0,0,3,1.9368999999999998,72.72120000000002,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O[C@@H]1C=CSc2nc3ccccc3n21,0,0,9.77107709750567,9.77107709750567,0.5845833333333337,-0.5845833333333337,0.7141431001079259,19.928571428571427,204.25400000000002,0.17523997633846322,-0.3694275733507675,0.3694275733507675,0.17523997633846322,1.3571428571428572,2.2142857142857144,3.142857142857143,32.16649196215948,10.291320401203222,2.1702090847670648,-2.144667060053377,2.3134807761025646,-2.079749792419209,8.015944204600558,0.14825857172560408,2.5671114417744283,2.3678265434926056,517.816397354945,5.224321123232874,3.1130906424707185,3.9861068015122534,2.2521386598733177,3.044158215476842,1.6176364323995545,2.4294278297712517,-1.26,3452.764889186606,8.081847564938352,2.865217401607524,1.0113660018844037,38.050000000000004,1,3,0,1,1,1,1,2,4,1,4,0,0,0,0,3,2.1465999999999994,55.98580000000002,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
O[C@H](Cn1cccn1)c1ccccc1,0,0,9.831481481481482,9.831481481481482,0.48972222222222284,-0.48972222222222284,0.794345141767308,12.642857142857142,188.23000000000002,0.09853694610759424,-0.38647229117813564,0.38647229117813564,0.09853694610759424,1.2142857142857142,2.0,2.642857142857143,16.26759337306421,10.112656515178433,2.062930612506573,-2.0986890743247173,2.1282295538920026,-2.081739033082326,5.165063272451081,0.1512978547418706,2.7175155081150724,2.066140619298177,369.4507593759516,4.565098129506624,3.154583700776645,3.154583700776645,2.1035331213458623,2.1035331213458623,1.3662290979482272,1.3662290979482272,-1.6099999999999999,3054.487431121341,8.96515082928919,4.065890283490641,2.002281630075792,38.05,1,3,0,0,0,1,1,2,3,1,3,3,0,0,0,2,1.6167,53.628800000000034,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O[C@H](c1ccccc1)c1nc2ccccc2s1,0,0,10.240811602418745,10.240811602418745,0.6309259259259261,-0.6309259259259261,0.7457827114812319,12.764705882352942,241.315,0.130550811377838,-0.38114313868292143,0.38114313868292143,0.130550811377838,0.9411764705882353,1.6470588235294117,2.411764705882353,32.133539308297735,10.118887797270297,2.140766816440358,-2.058728885267298,2.2916509320683014,-1.9741383501914762,7.181842890032159,0.21980007882197597,2.8236417790485318,2.03852310229066,599.7770698556913,6.245541497540921,3.83304789299754,4.8952748900874905,2.6596527182663405,3.748472609252821,1.7848970243433013,2.766779663793902,-1.7099999999999997,17088.680046801714,10.44436297287687,4.277865847033945,1.9476387393127441,33.120000000000005,1,2,0,0,0,2,1,3,3,1,3,2,0,0,0,3,3.378000000000002,70.12380000000003,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[NH2+]=c1ccn(Cc2cccc(Cl)c2)cc1,0,0,5.9070405713725815,5.9070405713725815,0.7671713067943229,0.7671713067943229,0.7767192067782739,10.2,219.69500000000002,0.19907255070629465,-0.3494097851391218,0.3494097851391218,0.19907255070629465,1.1333333333333333,1.8666666666666667,2.533333333333333,35.49569107671212,10.196176299249483,1.9448240902534066,-2.049776195122295,2.1083428366982764,-2.43935140258051,6.301442207997156,-0.17211614753597057,2.2160272156143628,2.2168660390923343,496.53061081462033,5.107184921115299,3.433729687905625,3.870165468377609,2.171099453806524,2.4061965565942622,1.4204007132511995,1.6332857638124474,-1.5399999999999996,3164.48686389731,9.99411997421226,4.321172521386796,2.702476384255695,30.52,2,2,0,0,0,1,1,2,1,1,3,2,0,0,0,2,0.8496000000000004,60.04640000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
c1ccc2[nH]c(N3CCOCC3)nc2c1,0,0,5.311936413454271,5.311936413454271,0.7887353552532124,0.7887353552532124,0.7612876104653545,17.2,203.24499999999998,0.20349384247424432,-0.37777388692996366,0.37777388692996366,0.20349384247424432,1.2,2.0,2.8,16.477550267162815,10.311300711867569,2.1363530921079033,-2.2551530099333967,2.1693216583607797,-2.3636662666955943,5.769126595937752,0.12182770974066738,2.7357645047389916,1.9609654011029296,426.5559028949808,5.207976463662865,3.6769798500214113,3.6769798500214113,2.6874947662251873,2.6874947662251873,1.864254725271371,1.864254725271371,-1.5499999999999998,6861.297377885391,8.733815628240173,3.547527181443265,1.5675858480749216,41.150000000000006,1,4,0,1,1,1,1,2,3,1,4,1,0,1,1,3,1.3995,59.12570000000003,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc2c(c1)oc1c(N3CCOCC3)ncnc12,0,0,5.929305555555556,5.929305555555556,0.7279013920382968,0.7279013920382968,0.6669623043138565,16.31578947368421,255.27699999999993,0.19579536653328197,-0.45043072053669475,0.45043072053669475,0.19579536653328197,1.0526315789473684,1.894736842105263,2.789473684210526,16.477665434731833,10.21381113744216,2.1904448571199175,-2.268520939422871,2.3160406367440736,-2.3637374139260285,6.050344541202592,0.12214893205168255,2.86548320400083,1.950460480168095,731.7181871473701,6.382622533621051,4.572648769394538,4.572648769394538,3.4498403260261097,3.4498403260261097,2.5119247532122118,2.5119247532122118,-2.1399999999999997,63338.64074123434,10.752400884743048,4.204827155637966,1.658537555887937,51.39,0,5,0,1,1,1,2,3,5,0,5,1,0,1,1,4,2.2125999999999992,72.34200000000003,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CCn1c(CCNC(=O)c2cccs2)nnc1SCC(=O)Nc1cccc(C(C)=O)c1,0,0,12.361434078722521,12.361434078722521,0.06286246900955716,-0.2142441671270825,0.2531893335995769,10.53125,469.59200000000027,0.26085803987293504,-0.35088779242199747,0.35088779242199747,0.26085803987293504,1.21875,2.0625,2.78125,32.166599500640906,10.127373779001292,2.1444885747126228,-2.088186560868455,2.186442584807866,-2.2539302442847964,7.993707140776761,-0.1133695924483009,3.4362280004261834,1.552791220640466,1108.7315412243129,11.724770208090073,6.7551269784318375,8.645319812290444,4.3694751853225196,6.204866202620726,2.8489880819298397,4.255742834835759,-3.239999999999999,19087047.2987953,23.423680898808005,11.399103580393714,6.379229882725272,105.97999999999999,2,8,0,0,0,1,2,3,8,2,10,11,0,0,0,3,3.4315000000000015,126.37540000000004,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,2,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
C=CCn1cc(C(=O)NC[C@H]2CCCO2)c(=O)c2cc(S(=O)(=O)N3CCCCCC3)ccc21,0,0,13.29327727387251,13.29327727387251,0.021604255899890568,-3.725177383785112,0.6237818054763686,19.939393939393938,473.5950000000003,0.2563662177981108,-0.37638577674227436,0.37638577674227436,0.2563662177981108,1.1818181818181819,1.9393939393939394,2.606060606060606,32.23342757532174,10.108401656657051,2.264052931508434,-2.203260024936745,2.23447811641358,-2.349328258880427,7.887450049782199,0.0856203198629653,3.179677003488418,1.722350099124058,1190.536623552996,13.036465222958931,8.65524290815464,10.593177888096305,6.3391437633297345,8.233780629926143,4.527083323889772,6.070932551004204,-2.4899999999999993,31030658.65766368,23.66092783538206,10.192978188058143,5.048664304959686,97.71,1,8,0,2,2,1,1,2,6,1,9,7,0,2,2,4,2.6610000000000005,126.93900000000006,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
CC(=O)Nc1cc2c(cc1NC(=O)Cn1nc(-c3ccccc3F)ccc1=O)OCCO2,0,0,14.081013212623269,14.081013212623269,0.20966540796516409,-0.5754042002603506,0.6329587310819615,12.1875,438.4150000000002,0.2667527777540946,-0.486062988829144,0.486062988829144,0.2667527777540946,1.03125,1.6875,2.34375,19.1421958086311,10.12884679006712,2.1850588551152432,-2.2119412197759183,2.3801562392231452,-2.293732499873601,5.992996489142826,-0.11685355443821914,2.7556969342466155,1.5897345524234956,1257.3088535554407,9.746682394055803,6.965119734801213,6.965119734801213,4.576942437040649,4.576942437040649,3.1858086288367646,3.1858086288367646,-4.209999999999999,16380444.029215008,21.038491467674714,8.882051214067822,4.585613795832326,111.55000000000001,2,9,0,1,1,2,1,3,7,2,10,5,0,0,0,4,2.4177,114.25640000000003,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)c1ccc(N2CCN(C(=O)C3CCN(S(=O)(=O)Cc4ccccc4)CC3)CC2)cc1,0,0,13.065276945961017,13.065276945961017,0.0017941793890352553,-3.3761663296411437,0.6082525887288647,18.333333333333332,469.60700000000026,0.22540292619453903,-0.36798098558685083,0.36798098558685083,0.22540292619453903,0.8484848484848485,1.4545454545454546,2.0303030303030303,32.23338405802392,9.959504054591086,2.3364576613637915,-2.388411455491245,2.2470896298345546,-2.516464264506405,7.878469827583914,-0.13658967685640855,2.8406250867962908,1.2655329971871734,1070.3949272583097,13.107352357039145,8.830537618421644,10.799439103536894,6.618772103049126,8.468840906347557,4.607250848218918,6.170671646684767,-2.709999999999999,29274891.29450452,23.448249491235572,10.052425329366425,5.621986278197198,78.0,0,7,0,2,2,2,0,2,5,0,8,6,0,2,2,4,2.7798000000000007,128.6023,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
CC(C)(C)CC(=O)N1CCC(c2nc3n(Cc4c(F)cccc4Cl)[nH]nc-3c(=O)n2)CC1,0,0,14.237832731605035,14.237832731605035,0.0359388035049415,-0.4806767517995867,0.6427810478350178,15.46875,460.94100000000014,0.3026498486494368,-0.3426386556412512,0.3426386556412512,0.3026498486494368,1.25,1.96875,2.625,35.495692252619385,9.899027605243157,2.2953760629862314,-2.32708182737071,2.2878953170718663,-2.3955791866300937,6.3090320946760405,-0.13369758711864982,3.1290065214569163,1.5468399623031872,1139.6873021569277,11.035170537441292,9.449829632987601,9.857029759728206,5.661392903070691,6.015502799948952,3.9696996989302895,4.192469184415625,-2.81,14174099.15757377,22.386298654279827,8.613107068810319,4.670716350894263,96.77,1,8,0,3,3,1,0,1,6,1,10,4,0,1,1,4,3.449200000000002,118.19870000000004,0,0,0,0,0,5,1,0,0,0,1,1,0,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
